Bussines Type,Bussines Name,Bussines Description,Bussines Address,Bussines Hours ,Bussines Phone ,Bussines Website ,Bussines Rating,Bussines Reviews
ATM,HBL ATM,Not Available,"WRJR+X6W, Talagang Hwy, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,5,1
ATM,Ubl Atm,Not Available,"PM55+8CC, Khushab Road, Miani Adda, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,3.7,3
Post office,Pakistan Post,Not Available,"Kallar Kahar, Choa Saidan Shah Road, Dalialpur, Khairpur, Chakwal, Punjab 48800, Pakistan",Not Available,Not Available,Not Available,4.3,3
Building materials store,Madina Hardware & Paint Store,Not Available,"QPM3+7CG, Chakwal Road, near Alleid Bank، Kallar Kahar, Road, Punjab 48326, Pakistan",Not Available,+92 332 5918213,Not Available,5,1
Confectionery,Chaudhry Javed & Co,Not Available,"QPM4+WMX, Chakwal, Kallar Kahar Road, Kallar Kahar, Chakwal, Punjab 48800, Pakistan",Not Available,+92 308 6790347,Not Available,Not Available,Not Available
ATM,HBL ATM,Not Available,"WRJ8+CW8, Odherwal, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,5,2
ATM,MCB ATM,Not Available,"PM55+CG7, Miani Adda, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,3,2
Tourist attraction,Boating Area Kallar Kahar Lake,Not Available,"QPC4+H63, Kallar Kahar, Chakwal, Punjab, Pakistan",Open ⋅ Closes 6PM,Not Available,Not Available,4,173
Loan agency,ORIX Leasing Pakistan Ltd,Not Available,"WVM3+3CV, Plaza Chaudhary Gul Sher Khan, Chakwal-Talagang Rd, City Area, Chakwal, Punjab, Chakwal, Punjab, Pakistan",Open ⋅ Closes 5:30PM,+92 334 9573785,Not Available,4.7,3
Rest stop,Kallar Kahar Motorway Service Area - South Bound,Not Available,"QPJ8+8M9, Lahore-Islamabad Motorway, Kallar Kahar, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,4.2,11597
ATM,BOP ATM,Not Available,"WVM5+3W5, Chakwal, Punjab, Pakistan",Open now,Not Available,Not Available,2,1
Restaurant,Escape Hotel,Not Available,"Lake Road, Kallar Kahar, Chakwal, Punjab, Pakistan",Not Available,+92 324 4137373,https://www.facebook.com/ESCAPEaplacetorelax/,4.1,1382
Not Available,Kallar Kahar,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Construction company,Haq baho Shatring Store,Not Available,"Main Sargodha road, near Allid bank, Kallar Kahar, Chakwal, Punjab, Pakistan",Not Available,+92 303 3829977,Not Available,Not Available,Not Available
Hardware store,فرحت سینٹری اینڈ ہارڈویئر سٹور مرید,Not Available,"WQ95+36R, Kaloojo Rd, Murid, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 7AM Sat,+92 335 5010532,Not Available,Not Available,Not Available
Bank,National Bank of Pakistan (NBP),Not Available,"H3PQ+8PC, Chaklala Scheme 3 Chaklala Housing Scheme 3, Rawalpindi, Punjab 46000, Pakistan",Open ⋅ Closes 4:30PM,+92 51 5153764,http://www.nbp.com.pk/,4.1,8
Currency exchange service,"Pakistan Currency Exchange,(western union,moneygram,ria)",Not Available,"Office No -1 Haidry market, main Talagang Rd, near shama TV, Chakwal, Punjab 48800, Pakistan",Not Available,+92 304 2220532,https://www.pakistancurrency.com/,3.7,3
Shopping mall,Lawa Kahar View Hotel & Super Store,Not Available,"QP94+W7J, Kallar Kahar Lake Rd, Kallar Kahar, Punjab, Kallar Kahar, Chakwal, Punjab, Pakistan",Open ⋅ Closes 9PM,Not Available,Not Available,3.9,16
Not Available,NSC,Not Available,"C98F+QPM, Kallar Syedan-Rawalpindi Rd, Kallar Syedan Rd, Kahuta, 47330, Pakistan",Not Available,Not Available,Not Available,3.4,8
Mosque,Jamia Masjid,Not Available,"WRJ9+G7X, Talagang Hwy, Odherwal, Chakwal, Punjab 48326, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Pharmacy,Bulleh Shah Pinsar Store & Homeopathic Clinic,Not Available,"QPJ2+C38, Chakwal-Khushab Rd, Kallar Kahar, Punjab, Mohalla Mohra, Kallar Kahar, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Government office,"Kallar Kahar Sub-Division, IESCO, Chakwal",Not Available,"QPM3+48W, Chakwal Road, Kallar Kahar, Chakwal, Punjab, Pakistan",Open ⋅ Closes 4PM,+92 543 588016,Not Available,5,3
Not Available,Kallar Kahar,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Olive oil manufacturer,Pak Olives,Not Available,"300 meter, Chakwal Road, near Habib Bank Limited, Kallar Kahar, Chakwal, Punjab, Pakistan",Open ⋅ Closes 6PM,+92 303 5815551,Not Available,5,8
Dairy store,ونہار ڈیری پراڈکٹس,Not Available,"PM34+RMF, Miani Adda, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,5,4
Vocational college,VTI Jhamra,Not Available,"PJ6F+5V5, opposite Telephone Exchange, VPO, Jhamrah, Chakwal, Punjab, Pakistan",Not Available,+92 543 653265,http://www.pvtc.gop.pk/,4.9,11
Business banking service,"MCB Bank, Kallar Kahar",Not Available,"QPM3+877, Kacha Pakka, Kallar Kahar, Chakwal, Punjab, Pakistan",Temporarily closed,+92 347 8676550,Not Available,Not Available,Not Available
Mosque,Jamia Masjid Koh-e-noor Textile mills No-3 Chakwal,Not Available,"Kohinoor Textile Mills Ltd, Chakwal, Kallar Kahar Road, Kallar Kahar, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Money transfer service,Ravi Exchange Co Western Union Pakistan Chakwal,Not Available,"WVM4+38X, Talagang Hwy, beside UBL Omni Zonal Office Chakwal, Chakwal, Punjab, Pakistan",Open ⋅ Closes 6PM,+92 543 541782,http://www.raviexchange.com/,3.7,7
Bank,Deutsche Bank AG,Not Available,"90 Shahrah-e-Quaid-e-Azam, Garhi Shahu, Lahore, Punjab 54000, Pakistan",Open ⋅ Closes 5PM,Not Available,https://www.db.com/,3.4,9
Mobile phone repair shop,Kahout Brothers Mobile Shop,Not Available,"VRJH+7PR, Al Noor Market Oppisite MCB Bank, Kallar Kahar, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Bank,National Bank of Pakistan (NBP),Not Available,"WVH3+V8P, Main Branch Chakwal (0421), Kallar Kahar Road, Chakwal, Punjab, Pakistan",Temporarily closed,+92 543 541735,http://www.nbp.com.pk/BRNTWRK/Branch_Details.aspx?bCode=MDQyMQ==,4.1,19
Post office,Post Office Khairpur,Not Available,"PQMR+Q5W, near Govt.Boys High School, Khairpur, Chakwal, Punjab, Pakistan",Open ⋅ Closes 12:30PM,+92 543 650173,http://www.pakpost.gov.pk/,4.8,32
Post office,Post Office Sar Kalan,Not Available,"JJWV+49F, Sar Kalan, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,5,1
Post office,Post Office Kallar Kahar,Not Available,"شہر روڈ،, Mohallah Farooqia Mohalla Mohra, Kallar Kahar, Chakwal, Punjab, Pakistan",Temporarily closed,Not Available,Not Available,4,2
Investment service,B4U office,Not Available,"1591 Talagang Hwy, Chakwal, Punjab, Pakistan",Open ⋅ Closes 5PM,+92 316 5127176,Not Available,5,2
Post office,Balkassar Post Office,Not Available,"WJRV+MX8, Talagang Hwy, Balkasar, Chakwal, Punjab, Pakistan",Open ⋅ Closes 12PM,Not Available,Not Available,3.6,7
School supply store,BOOK BANK &UNIFORM,Not Available,"Dr shakeel, old, street, Miani Adda, Chakwal, Punjab, Pakistan",Open ⋅ Closes 8PM,Not Available,Not Available,Not Available,Not Available
Post office,Pakistan Post,Not Available,"VPJ7+62Q, Rehna Saddat, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,3,2
Apartment building,Kahout Plaza,Not Available,"4th Floor, Kahoot Plaza, Anwaar Abad،, Kallar Kahar Road, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Property investment,Habib Real Estate Chakwal,Not Available,"WRJ8+45X, Chakwal, Punjab, Pakistan",Not Available,+92 333 0961081,Not Available,5,1
Mobile network operator,Telenor Franchise,Not Available,"Saddar Ahata St, Chakwal, Punjab, Pakistan",Open ⋅ Closes 5PM,+92 349 5544401,Not Available,3.6,57
Post office,Bhaun Post Office بھون پوسٹ آفس,Not Available,"VQ65+782, Kallar Kahar Road, Bhaun, Chakwal, Punjab, Pakistan",Open ⋅ Closes 12PM,Not Available,Not Available,3.8,9
Post office,Post Office,Not Available,"MQPF+792, Karuli Road, Karuli, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,5,2
Food bank,Taste Life Burger Point,Not Available,"Dhako Rd, Bahadur Abad Chakwal, Punjab 48800, Pakistan",Closed ⋅ Opens 9AM Sat,+92 333 5903186,https://m.tastelife.tv/a-love-story-il-mare_45715.html,5,1
Shopping mall,Ghulam Ali Market,Not Available,"VJQ8+J56, Walana, Rehna Sadat, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,4.3,3
Investment bank,"Asian Development Bank (ADB), Islamabad",Not Available,"P482+X96, G-5/1 G-5, Islamabad, Islamabad Capital Territory, Pakistan",Open ⋅ Closes 5PM,+92 51 2087300,https://www.adb.org/countries/pakistan/main,4.9,7
Not Available,Khwaja Traders,Not Available,"WRJR+WJX, Chakwal-Talagang Rd Sabzi Mandi, City Area, Chakwal, 48326, Pakistan",Not Available,+92 321 6388888,Not Available,5,1
Hair salon,Asif Hairdresser,Not Available,"PM45+J6Q, Katha-Kallar Kahar Rd Miani, Noor Pur, Chakwal, Punjab 48326, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Shopping mall,Zahid General Store,Not Available,"PVRJ+JM8, Arar, Chakwal, Punjab, Pakistan",Not Available,+92 331 5605156,Not Available,4.3,25
Mobile phone repair shop,Madina Mobilles & Repairing Shop,Not Available,"QPM4+J5J, General Market Adda, Kallar Kahar, Chakwal, Punjab, Pakistan",Temporarily closed,+92 340 5572067,Not Available,Not Available,Not Available
Stock broker,S.D Mirza Securities (Pvt) Limited,Not Available,"Room number 7, Amin Plaza, Talagang Rd, Chakwal, Pakistan",Not Available,+92 543 552977,http://sdmirza.com/,Not Available,Not Available
Grocery store,Malik Faisal Market,Not Available,"Kallar Kahar, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Not Available,Minhas Auto Spare Parts,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Mosque,Mughal Wali Masjid,Not Available,"VQ45+H3F, Road, Bhaun, Chakwal, Punjab 48520, Pakistan",Not Available,Not Available,Not Available,5,1
Private sector bank,Allied Bank Limited,Not Available,"Allied Bank Head Office, 3 & 4, Tipu Block New Garden Town, Lahore, Punjab 54000, Pakistan",Open ⋅ Closes 6PM,+92 42 111 225 225,https://www.abl.com/,4,116
Education center,Cadet College Chakwal For Boys,Not Available,"Ph 0543, Talagang Hwy, Chakwal, Punjab 662051, Pakistan",Not Available,+92 543 662051,Not Available,Not Available,Not Available
General store,Ashraf Karyana & General Store,Not Available,"WVM5+J38, Chakwal, Punjab, Pakistan",Open ⋅ Closes 7PM,+92 334 8735763,Not Available,Not Available,Not Available
Not Available,Miani Adda,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Newsstand,Hamza Traders and News Agency,Not Available,"WVJ7+X34, near National Bank of Pakistan (NBP), Chakora, Chakwal, Punjab, Pakistan",Not Available,+92 333 5912272,Not Available,Not Available,Not Available
Not Available,Dhallal,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Post office,Post office bharpur talagang,Not Available,"VH5C+4XX, Talagang Road, Bharpur, Chakwal, Punjab, Pakistan",Open ⋅ Closes 12PM,Not Available,http://pakpost.gov.pk/,Not Available,Not Available
Shopping mall,Bachat Mall Pick & Pay,Not Available,"Chakwal, Punjab 48800, Pakistan",Open ⋅ Closes 10PM,+92 331 5811120,http://www.facebook.com/bachatmall.com.pk,4,670
Legal services,E-Sahulat Centre,Not Available,"District Courts, Talagang Hwy, Chakwal District Complex Chakwal, Punjab 48800, Pakistan",Open ⋅ Closes 5:30PM,+92 300 5788788,https://esahulatcenter.blogspot.com/,5,8
Legal services,E-Sahulat Centre,Not Available,"District Courts, Talagang Hwy, Chakwal District Complex Chakwal, Punjab 48800, Pakistan",Open ⋅ Closes 5:30PM,+92 300 5788788,https://esahulatcenter.blogspot.com/,5,8
Gas station,Total Parco,Not Available,"WVH3+XGR, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,3.1,20
Insurance company,EFU Life Assurance,Not Available,"1st Floor,Adjacent NIB Bank Building, Near Rahat Bakers, Talagang Hwy, Chakwal, Punjab, Pakistan",Open now,+92 543 540616,http://www.efulife.com/,3.8,4
Not Available,Islamia Girls College,Not Available,"WRJC+JCP, Talagang Hwy, Odherwal, Chakwal, Punjab 48326, Pakistan",Not Available,+92 331 5910123,Not Available,3,2
Real estate agency,Chakwal Property dealer Al Majid,Not Available,"Railway Rd, Chakwal, Punjab, Pakistan",Open ⋅ Closes 8PM,+92 313 5298694,Not Available,5,167
General store,Awan General Store,Not Available,"WVQ4+CC8, Thaneel Rd, Chakwal, Punjab, Pakistan",Open ⋅ Closes 2PM ⋅ Reopens 3PM,+92 321 5476566,Not Available,5,4
Car leasing service,Awan Car Home,Not Available,"Talagang Hwy, Odherwal, Chakwal, Punjab, Pakistan",Not Available,+92 334 8739807,Not Available,5,1
General store,Imran General Store,Not Available,"WVH6+29W, Mohallah Qasaban St, Chakwal, Punjab, Pakistan",Open ⋅ Closes 10PM,+92 333 5007270,Not Available,Not Available,Not Available
Brick manufacturer,Al Khadim Brick Company Chakwal,Not Available,"WR8W+HRG, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
High school,Dalwal Government High School,Not Available,"Main Adda, near Summit Bank, Dalwal, Chakwal, Punjab, Pakistan",Not Available,+92 320 5511303,https://dalwal-government-high-school.business.site/?utm_source=gmb&utm_medium=referral,Not Available,Not Available
Condominium complex,THE CITI LAB CHAKWAL BHAUN ROAD,Not Available,"Kallar Kahar Road, Mohallah Eid Gah Chakwal, Punjab, Pakistan",Open ⋅ Closes 7PM,+92 543 540175,http://www.citi-lab.com/,3.6,44
Not Available,Hassan Photostat & Stationer,Not Available,"WVM7+37W, Chakwal-Rawalpindi Rd Teshil Chowk, City Area, Chakwal, 48326, Pakistan",Not Available,Not Available,Not Available,4,1
Beauty salon,Apex beauty salon and fitness center,Not Available,"WRJV+V86, Liaqat Plaza, Talagang Hwy, near Sindh Bank, Chakwal, Punjab, Pakistan",Open ⋅ Closes 6PM,+92 347 0555041,Not Available,5,1
Government office,BISP Registration Office,Not Available,"WVQ2+PPV, Mohala Line Park،, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,1,1
Property investment,Humayon property linkers,Not Available,"Cold Store St, Chakwal, Punjab 48800, Pakistan",Closed ⋅ Opens 3PM,+92 300 5478759,Not Available,5,1
Furniture store,Chaudhary Furniture Mart Chakwal,Not Available,"Main Talagang Road, near Hira School And Al-Falah Mousqe, Chakwal, Punjab 48800, Pakistan",Closed ⋅ Opens 8AM Sat,+92 332 0677713,Not Available,4.1,14
Solar energy equipment supplier,ALI ELECTRIC AND SOLAR SYSTEM CHAKWAL,Not Available,"NEAR HBL BANK OUDHERWAL CHOWK, Talagang Hwy, Chakwal, Punjab 48800, Pakistan",Open ⋅ Closes 6:30PM,+92 301 5096667,Not Available,3,2
Corporate office,IESCO Regional Office,Not Available,"WVM3+R7C, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,3,1
Educational institution,SSM-ETI,Not Available,"1st Floor, Razzaq Plaza, Bhoun Road, Pinwal Rd, opp. National Bank of Pakistan (NBP, Chakwal, Punjab 48800, Pakistan",Open ⋅ Closes 1PM ⋅ Reopens 2PM,+92 331 5531900,Not Available,5,7
Travel agency,Roha Travel & Tours,Not Available,"WVM6+2CP, Ijaz Plaza, Talagang Hwy, next to UBL Bank, Chakwal, Punjab 48800, Pakistan",Closed ⋅ Opens 9AM Sat,+92 335 3283790,https://rohatravels.pk.page/,5,1
Clothing store,FAZAL-E-BAARI shopping center,Not Available,"PM55+7GX, Miani Adda, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,5,1
Flour mill,Al-Tariq Flour Mills Pvt Ltd,Not Available,"WR9Q+HH4, Chakwal-Kallar Kahar Rd, Master Minhas Town, Chakwal, Punjab 48800, Pakistan",Not Available,+92 543 550855,Not Available,3,2
Cricket ground,Makhial cricket ground,Not Available,"MM57+CVF, Makhial, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,5,2
Gas station,Shell Pump,Not Available,"WRJC+F2W, Odherwal, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,3.9,66
Internet service provider,Barah Networks Pvt Ltd,Not Available,"Office No. 103, Zulfiqar plaza, Near MCB Bank, Main Talagang Hwy, Balkasar, Chakwal, Punjab, Pakistan",Open ⋅ Closes 5PM,+92 543 552589,Not Available,5,3
Not Available,Khairpur,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Vegetable wholesale market,Sabzi Mandi Chakwal,Not Available,"WRJR+CC6, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 6AM Sat,Not Available,Not Available,4,576
Not Available,Buchal Kalān,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Research institute,The Olive Centre Barani Agricultural Research Institute CEFORT,Not Available,"Talagang Hwy, Thoha Bahadur، Chakwal, Punjab, Pakistan",Open ⋅ Closes 5PM,+92 543 662004,http://www.barichakwal.agripunjab.gov.pk/,4.7,133
Mobile phone repair shop,Attari Unique Mobile Balkassar,Not Available,"WJVW+M7P, near UBL Bank UC Chowk, Balkasar, Chakwal, Punjab, Pakistan",Open ⋅ Closes 11PM,+92 311 5850786,Not Available,Not Available,Not Available
Employment consultant,Saleem Typing Centre,Not Available,"WRH4+7V2, near Punjab bank, Chakwal District Complex Chakwal, Punjab, Pakistan",Open ⋅ Closes 12PM,+92 334 5560680,Not Available,5,1
Internet service provider,Net-Cloud Balkassar Office,Not Available,"Office Zulfiqar plaza, Net Cloud, Main Talagang Hwy, near MCB Bank, Balkasar, Chakwal, Punjab, Pakistan",Not Available,+92 543 551000,Not Available,Not Available,Not Available
Not Available,Jhamrah,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Not Available,Arar,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Not Available,Murid,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Post office,DFPO,Not Available,"VQ56+WM5, Bhaun, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Computer networking service,Moosvi Computers,Not Available,"WVM7+76R, Chakwal, Punjab, Pakistan",Not Available,+92 312 4651414,Not Available,5,3
Corporate office,The World Bank - Pakistan Office,Not Available,"20-A, 1 Shahrah-e-Jamhuriat, G-5, Islamabad, Islamabad Capital Territory, Pakistan",Open ⋅ Closes 5PM,+92 51 9090000,http://www.worldbank.org/Pakistan,4.5,86
Not Available,Chakwal,Not Available,"Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Electric motor repair shop,PAK ELECTRIC SERVICES,Not Available,"WVJ3+FFR, Bhaun-Talagang Link Rd, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 8AM Sat,+92 333 5788616,Not Available,3.6,7
Electric motor repair shop,PAK ELECTRIC SERVICES,Not Available,"WVJ3+FFR, Bhaun-Talagang Link Rd, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 8AM Sat,+92 333 5788616,Not Available,3.6,7
Park,District Complex Park,Not Available,"WRG5+53X, Chakwal District Complex Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,4,118
Restaurant,Al-Shaik Tikka Kabbab Fry,Not Available,"WVH3+R67, Al Buraq CNG, Bhoun Rd, near National Bank of Pakistan (NBP, محلہ غربی Chakwal, Punjab, Pakistan",Not Available,+92 332 5789700,Not Available,Not Available,Not Available
Mosque,Darbar Char Counsel,Not Available,"Sadwal, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,5,3
Not Available,Wariamal,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Bakery,Aadil Hafiz Takshop And Bakers,Not Available,"PJ69+HGF, Jhamrah, Chakwal, Punjab, Pakistan",Open 24 hours,+92 333 5770164,Not Available,4,1
High school,Dalwal Government High School,Not Available,"PV4Q+22M, Dalwal, Chakwal, Punjab, Pakistan",Open ⋅ Closes 2PM,Not Available,Not Available,3.8,12
Hotel,Zafar Hotel,Not Available,"WRJR+GJ6, Sabzi Mandi, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
