Bussines Type,Bussines Name,Bussines Description,Bussines Address,Bussines Hours ,Bussines Phone ,Bussines Website ,Bussines Rating,Bussines Reviews
Bank,Nib,Not Available,"Plaza Chaudhary Gul Sher Khan, B-1-1 /1634/ 1, Chakwal-Talagang Rd, City Area, Chakwal, Punjab, Pakistan",Not Available,+92 543 600684,Not Available,Not Available,Not Available
Bank,Bank Of Punjab Chakora Branch,Not Available,"WRH4+4XV, Chakwal District Complex Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,Not Available,3.2,5
Specialized clinic,Doctor Shakoor Clinic,Not Available,"QPM5+2C2, Kallar Kahar Rd, Choa Saidan Shah, Chakwal, Punjab, Pakistan",Open ⋅ Closes 6PM,+92 334 5680550,Not Available,5,1
Bank,Summit Bank Dalwal,Not Available,"3 Dalwal Rd, Dalwal, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,Not Available,5,5
Bank,Pak Oman Microfinance Bank,Not Available,"WVF8+V9Q, Jhelum Rd, Chakwal, Punjab 48800, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 553495,Not Available,4,2
Bank,National Bank of Pakistan (NBP) Islamic,Not Available,"WVM3+79H, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 542175,http://www.nbp.com.pk/,4.2,6
Bank,MCB Main Branch Chakwal,Not Available,"Branch Code (0603), Talagang Hwy, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 553538,https://www.mcb.com.pk/,4,15
Bank,National Bank Chakora,Not Available,"WRH5+65Q, Talagang Hwy, Odherwal, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,Not Available,4,3
Bank,MCB Bank,Not Available,"VQ56+J67, Kallar Kahar Road, Bhaun, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,https://www.mcb.com.pk/,4.3,14
Bank,MCB Bank,Not Available,"VQ56+J67, Kallar Kahar Road, Bhaun, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,https://www.mcb.com.pk/,4.3,14
Bank,Faysal Bank,Not Available,"WVM3+4WH, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 553923,Not Available,3.8,5
Bank,Habib Bank Limited Karyala,Not Available,"RVRH+Q2G, Karriala, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,http://www.hbl.com/,5,2
Bank,"Taqwa Islamic Bank, The Bank of Punjab, Chakwal",Not Available,"Khewat # 2100, Commercial Plaza, Rawalpindi Rd, near to Allied Bank, Chakwal, Punjab 54000, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 551187,https://www.bop.com.pk/BoP,4.5,2
Bank,MCB Bank,Not Available,"PM55+CGG, Miani Adda, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,Not Available,3,2
Bank,National Bank Of Pakistan,Not Available,"PJ69+JH4, Jhamrah, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,3,2
Bank,Bank of Punjab,Not Available,"PM56+63Q, Miani Adda, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,Not Available,4.5,2
Bank,MCB Bank,Not Available,"WRJR+X5X, Talagang Hwy, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 550029,https://www.mcb.com.pk/,5,6
Bank,Allied Bank Islamic Banking,Not Available,"WVQ6+97Q, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 540140,http://www.abl.com/,4.3,6
Bank,FINCA Microfinance Bank Limited,Not Available,"WVP6+JJQ, Christian Colony Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 551344,http://finca.pk/,5,2
Bank,HABIB BANK LIMITED BUCHAL KALAN,Not Available,"MJPG+WC7, Buchal Kalan Road, Buchal Kalān, Chakwal, Punjab 48800, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,Not Available,4,5
Bank,Summit Bank,Not Available,"WRJR+X5R, Noor Plaza, Chakwal-Talagang Rd, City Area, Chakwal, Punjab, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 554796,http://www.summitbank.com.pk/,4,3
Bank,NBP,Not Available,"WRH5+66J, Talagang Hwy, Odherwal, Chakwal, Punjab 48326, Pakistan",Not Available,Not Available,Not Available,3.9,8
Post office,Pakistan Post,Not Available,"Kallar Kahar, Choa Saidan Shah Road, Dalialpur, Khairpur, Chakwal, Punjab 48800, Pakistan",Not Available,Not Available,Not Available,4.3,3
Bank,HBL microfinance Bank,Not Available,"WVH7+FX3 Chakwal - Jhelum Rd, Gulberg Town St, Chakwal, Punjab 48800, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Bank,United Bank Limited,Not Available,"PM55+8CJ, Ada Rd, Mohalla Miana Mianwali, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 586329,Not Available,4.4,7
Bank,Bank Of Punjab,Not Available,"WVM3+454, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,Not Available,3.3,9
ATM,MCB ATM,Not Available,"PRH5+2QF, Chakwal, Punjab, Pakistan",Open 24 hours,+92 543 650059,Not Available,4.3,3
Bank,Tatral Kahoon,Not Available,"PWHG+44G, , Punjab, Tatral, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,4.8,24
Bank,HBL Odherwal Chowk Branch,Not Available,"WRJ8+CXF, Chakwal-Talagang Rd, Oudharwal, Punjab, Odherwal, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 550698,Not Available,3.6,7
Bank,Habib Metro Bank,Not Available,"WVM7+67C, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 21 111 141 414,http://habibmetro.com/,4.7,3
Bank,United Bank - UBL,Not Available,"WVM6+396, Talagang Hwy, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 554148,Not Available,3.6,24
ATM,UNIVERSITY HBL ATM,Not Available,"WVM5+4JM, Talagang Road، Bhaun Chowk, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,3,2
ATM,Bank Alfalah,Not Available,"WVM7+866, Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,http://www.bankalfalah.com/,3.4,7
Bank,sadwal,Not Available,"VRMJ+P8X, Sadwal, Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,4.3,4
ATM,UBL ATM,Not Available,"PMP8+R64, Unnamed Road, Kalar Kahar Cantt Chakwal, Punjab, Pakistan",Open 24 hours,Not Available,Not Available,4,2
Hospital,Kamran Ashraf Medical Centre,Not Available,"Ayub Plaza, Chakwal Rd, near Meezan bank, Choa Saidan Shah, Chakwal, Punjab 48320, Pakistan",Closed ⋅ Opens 2PM Mon,+92 343 5556857,Not Available,5,5
Not Available,Choa Saidan,Not Available,"Chakwal, Punjab, Pakistan",Not Available,Not Available,Not Available,Not Available,Not Available
Bank,Muslim commercial Bank Limited Talagang,Not Available,"WCH6+4J4, Talagang, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,http://www.mcb.com.pk/,3,1
Business center,Kashf Foundation Bhagwal Branch,Not Available,"street # 19 Mohallah, Rawalpindi Rd, near Fauji Foundation school, Ashraf Town, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 567005,http://www.kashf.org/,4.6,9
Post office,Pakistan Post Choa saidan shah,Not Available,"PXGQ+57X, Road, Mohalla Masoodabad, Choa Saidan Shah, Chakwal, Punjab 48320, Pakistan",Closed ⋅ Opens 9AM Mon,+92 543 579007,Not Available,3.3,3
Business banking service,Aftab CD Center Easypaisa Shop,Not Available,"Choa Saidan Shah Rd, near old Nadra, Mohalla Jhimpir, Choa Saidan Shah, Chakwal, Punjab 48320, Pakistan",Open ⋅ Closes 7PM,+92 344 5544855,Not Available,Not Available,Not Available
Bank,United Bank Limited,Not Available,"VRMJ+P8Q, Vill. & P.O. Sadwal, Teh. & Dist, Sadwal, Chakwal, Punjab, Pakistan",Closed ⋅ Opens 9AM Mon,Not Available,Not Available,Not Available,Not Available
Bank,Khewra Salt Main Shop,Not Available,"J2V5+FG5, Khewra, Jhelum, Punjab, Pakistan",Closes soon ⋅ 5PM ⋅ Opens 9AM Mon,+92 341 8400269,Not Available,4.4,5
